src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate,scheduled_dept_converted,actual_dept_converted,scheduled_arrival_converted,actual_arrival_converted
flightarrival,2011-12-17-AA-404-MIA-MCO,2011-12-17 06:45 AM,2011-12-17 06:55 AM,,2011-12-17 07:45 AM,2011-12-17 07:32 AM,,2011-12-17 06:45:00,2011-12-17 06:55:00,2011-12-17 07:45:00,2011-12-17 07:32:00
businesstravellogue,2011-12-30-AA-431-MIA-SFO,08:35 AM  Fri 30-Dec-2011,,D40,11:50 AM  Fri 30-Dec-2011,,58B,2011-12-30 08:35:00,,2011-12-30 11:50:00,
airtravelcenter,2011-12-11-UA-3050-PHX-CLT,,12/11/11 11:20 AM (-07:00),,,12/11/11 4:49 PM (-05:00),,,2011-12-11 11:20:00,,2011-12-11 16:49:00
boston,2011-12-19-AA-1522-SFO-ORD,11:55 PM- Dec 19,Not Available,,5:50 AM- Dec 20,Not Available,,2000-12-19 23:55:00,2000-01-01 00:00:00,2000-12-20 05:50:00,2000-01-01 00:00:00
usatoday,2011-12-10-UA-62-IAH-EWR,,2:51 PMDec 10,,,6:34 PMDec 10,,,2000-12-10 14:51:00,,2000-12-10 18:34:00
wunderground,2011-12-25-AA-643-MIA-ORD,2011-12-25 07:10AM EST,2011-12-25 08:45AM EST, D16 ,2011-12-25 09:15AM CST,2011-12-25 10:13AM CST, K16 ,2011-12-25 07:10:00,2011-12-25 08:45:00,2011-12-25 09:15:00,2011-12-25 10:13:00
ifly,2011-12-04-AA-85-JFK-SFO,2011-12-04 3:05 PM,2011-12-04 3:29 PM,,2011-12-04 6:30 PM,2011-12-04 6:29 PM,,2011-12-04 03:05:00,2011-12-04 03:29:00,2011-12-04 18:30:00,2011-12-04 18:29:00
gofox,2011-12-16-AA-4344-ORD-DTW,,11:57 AMDec 16,,,1:48 PMDec 16,,,2000-12-16 11:57:00,,2000-12-16 13:48:00
flylouisville,2011-12-01-AA-3809-PHX-LAX,06:00 AM  Thu 01-Dec-2011,06:10 AM  Thu 01-Dec-2011,2,06:40 AM  Thu 01-Dec-2011,06:19 AM  Thu 01-Dec-2011,44F,2011-12-01 06:00:00,2011-12-01 06:10:00,2011-12-01 06:40:00,2011-12-01 06:19:00
flightview,2011-12-30-UA-397-JFK-SFO,8:25 AM- Dec 30,8:43 AM- Dec 30,9,12:14 PM- Dec 30,12:14 PM- Dec 30,Terminal 3 - 82,2000-12-30 08:25:00,2000-12-30 08:43:00,2000-12-30 12:14:00,2000-12-30 12:14:00
mco,2011-12-09-AA-1640-MIA-MCO,,,,2011-12-09 Fri  19:25,2011-12-09 Fri  19:20,14?,,,2011-12-09 19:25:00,2011-12-09 19:20:00
weather,2012-01-03-AA-2268-PHX-ORD,2012-01-03 07:15 AM,2012-01-03 07:19 AM,,2012-01-03 11:35 AM,2012-01-03 11:21 AM,,2012-01-03 07:15:00,2012-01-03 07:19:00,2012-01-03 11:35:00,2012-01-03 11:21:00
airtravelcenter,2011-12-12-UA-3373-IAD-PHL,,12/12/11 9:33 AM (-05:00),,,12/12/11 10:09 AM (-05:00),,,2011-12-12 09:33:00,,2011-12-12 10:09:00
gofox,2011-12-16-AA-1434-DFW-MCO,7:15 AM- Dec 16,7:26 AM- Dec 16,,10:35 AM- Dec 16,10:29 AM- Dec 16,,2000-12-16 07:15:00,2000-12-16 07:26:00,2000-12-16 10:35:00,2000-12-16 10:29:00
allegiantair,2011-12-05-AA-222-LAX-BOS,7:10 AM- Dec 05,7:14 AM- Dec 05,Terminal T4 - 42B,3:30 PM- Dec 05,2:55 PM- Dec 05,Terminal B - B31,2000-12-05 07:10:00,2000-12-05 07:14:00,2000-12-05 15:30:00,2000-12-05 14:55:00
airtravelcenter,2012-01-01-AA-4307-ORD-DTW,,1/1/12 7:15 PM (-06:00),,,1/1/12 8:58 PM (-05:00),,,2012-01-01 19:15:00,,2012-01-01 20:58:00
flightaware,2011-12-09-UA-233-LAX-JFK,2011-12-09 04:25PM PST,2011-12-09 04:35PM PST, 77 ,2011-12-09 12:09AM EST,2011-12-09 12:19AM EST, 4 ,2011-12-09 04:25:00,2011-12-09 16:35:00,2011-12-09 00:09:00,2011-12-09 00:19:00
flylouisville,2011-12-12-AA-518-MIA-JFK,06:30 AM  Mon 12-Dec-2011,06:45 AM  Mon 12-Dec-2011,D25,09:15 AM  Mon 12-Dec-2011,09:30 AM  Mon 12-Dec-2011,B5,2011-12-12 06:30:00,2011-12-12 06:45:00,2011-12-12 09:15:00,2011-12-12 09:30:00
flightstats,2011-12-18-AA-1279-DFW-PHX,2011-12-18 1:00 PM,2011-12-18 1:46 PM,,2011-12-18 2:35 PM,2011-12-18 3:18 PM,,2011-12-18 13:00:00,2011-12-18 13:46:00,2011-12-18 14:35:00,2011-12-18 03:18:00
mytripandmore,2011-12-01-AA-1917-JFK-MCO,Dec 01 - 2:55pm,Dec 01 - 3:00pm,40/8,Dec 01 - 5:55pm,Dec 01 - 5:43pm,12,2000-12-01 14:55:00,2000-12-01 15:00:00,2000-12-01 17:55:00,2000-12-01 17:43:00
gofox,2011-12-31-UA-5487-SFO-MRY,,12:10 PMDec 31,,,12:38 PMDec 31,,,2000-12-31 12:10:00,,2000-12-31 12:38:00
flightarrival,2012-01-01-AA-3823-LAX-DEN,9:00 PM- Jan 01,Not Available,,12:15 AM- Jan 02,Not Available,,2000-01-01 21:00:00,2000-01-01 00:00:00,2000-01-02 00:15:00,2000-01-01 00:00:00
flightview,2011-12-04-UA-5487-SFO-MRY,,10:57 AMDec 04,,,11:24 AMDec 04,,,2000-12-04 10:57:00,,2000-12-04 11:24:00
helloflight,2011-12-28-AA-204-LAX-MCO,,12/28/11 11:29 PM (-08:00),,,12/29/11 6:26 AM (-05:00),,,2011-12-28 23:29:00,,2011-12-29 06:26:00
flytecomm,2011-12-12-AA-415-BOS-ORD,,12/12/11 8:48 AM (-05:00),,,12/12/11 9:59 AM (-06:00),,,2011-12-12 08:48:00,,2011-12-12 09:59:00
flightstats,2011-12-11-UA-2708-EWR-CLT,2011-12-11 2:55 PM,2011-12-11 2:59 PM,,2011-12-11 4:53 PM,2011-12-11 4:42 PM,,2011-12-11 14:55:00,2011-12-11 14:59:00,2011-12-11 16:53:00,2011-12-11 16:42:00
flylouisville,2011-12-28-AA-643-MIA-ORD,07:10 AM  Wed 28-Dec-2011,07:16 AM  Wed 28-Dec-2011,D16,09:35 AM  Wed 28-Dec-2011,09:17 AM  Wed 28-Dec-2011,L8,2011-12-28 07:10:00,2011-12-28 07:16:00,2011-12-28 09:35:00,2011-12-28 09:17:00
airtravelcenter,2012-01-01-AA-400-DFW-JFK,,1/1/12 10:51 AM (-06:00),,,1/1/12 2:41 PM (-05:00),,,2012-01-01 10:51:00,,2012-01-01 14:41:00
weather,2011-12-05-UA-3050-PHX-CLT,2011-12-05 11:05 AM,,,2011-12-05 04:57 PM,,,2011-12-05 11:05:00,,2011-12-05 16:57:00,
flightarrival,2011-12-25-UA-2906-PHL-MCO,3:50 PM- Dec 25,4:07 PM- Dec 25,,6:23 PM- Dec 25,6:15 PM- Dec 25,,2000-12-25 15:50:00,2000-12-25 16:07:00,2000-12-25 18:23:00,2000-12-25 18:15:00
airtravelcenter,2011-12-01-UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,,2011-12-01 08:55:00,,2011-12-01 11:45:00,
flightview,2011-12-27-AA-446-DFW-PHL,11:50 AM- Dec 27,12:14 PM- Dec 27,D34,3:50 PM- Dec 27,3:57 PM- Dec 27,A9,2000-12-27 11:50:00,2000-12-27 12:14:00,2000-12-27 15:50:00,2000-12-27 15:57:00
boston,2011-12-08-UA-1500-IAH-GUA,,9:12 AMDec 08,,,11:42 AMDec 08,,,2000-12-08 09:12:00,,2000-12-08 11:42:00
usatoday,2011-12-19-UA-37-EWR-MCO,2011-12-19 1:29 PM,2011-12-19 1:33 PM,,2011-12-19 4:22 PM,2011-12-19 4:07 PM,,2011-12-19 13:29:00,2011-12-19 13:33:00,2011-12-19 16:22:00,2011-12-19 16:07:00
helloflight,2011-12-18-AA-466-IAH-MIA,,12/18/11 6:17 AM (-06:00),,,12/18/11 9:04 AM (-05:00),,,2011-12-18 06:17:00,,2011-12-18 09:04:00
flylouisville,2011-12-25-UA-1500-IAH-GUA,,2011-12-25 08:55 AM,15,,2011-12-25 11:59 AM,15,,2011-12-25 08:55:00,,2011-12-25 11:59:00
weather,2011-12-13-AA-431-MIA-SFO,2011-12-13 08:35 AM,2011-12-13 08:52 AM,,2011-12-13 11:50 AM,2011-12-13 11:21 AM,,2011-12-13 08:35:00,2011-12-13 08:52:00,2011-12-13 11:50:00,2011-12-13 11:21:00
myrateplan,2011-12-20-AA-484-DFW-MIA,,12/20/11 5:07 PM (-06:00),,,12/20/11 8:27 PM (-05:00),,,2011-12-20 17:07:00,,2011-12-20 20:27:00
mia,2011-12-05-AA-1165-JFK-MIA,,,,10:34A 12-05-11,2011-12-05  10:17A,,,,2011-12-05 10:34:00,2011-12-05 10:17:00
quicktrip,2011-12-22-UA-37-EWR-MCO,2011-12-22 1:30 PM,2011-12-22 1:51 PM,,2011-12-22 4:23 PM,2011-12-22 4:46 PM,,2011-12-22 13:30:00,2011-12-22 13:51:00,2011-12-22 16:23:00,2011-12-22 16:46:00
myrateplan,2012-01-03-UA-3925-IAD-ORF,,1/3/12 9:00 AM (-05:00),,,1/3/12 9:31 AM (-05:00),,,2012-01-03 09:00:00,,2012-01-03 09:31:00
flightarrival,2011-12-12-UA-843-LAX-ORD,,2:38 PMDec 12,,,7:45 PMDec 12,,,2000-12-12 14:38:00,,2000-12-12 19:45:00
flightaware,2011-12-04-AA-643-MIA-ORD,2011-12-04 07:10AM EST,2011-12-04 07:49AM EST, D2 ,2011-12-04 08:56AM CST,2011-12-04 09:29AM CST, L8 ,2011-12-04 07:10:00,2011-12-04 07:49:00,2011-12-04 08:56:00,2011-12-04 09:29:00
flights,2011-12-01-UA-2515-DFW-CLT,,2011-12-01 07:07 AM,E36,,2011-12-01 10:47 AM,B10,,2011-12-01 07:07:00,,2011-12-01 10:47:00
businesstravellogue,2011-12-17-UA-382-IAD-LAX,,2011-12-17 12:29 PM,C27,,2011-12-17 03:10 PM,70A,,2011-12-17 12:29:00,,2011-12-17 03:10:00
quicktrip,2011-12-13-UA-664-ORD-PHL,2011-12-13 1:27 PM,2011-12-13 1:24 PM,,2011-12-13 4:25 PM,2011-12-13 4:23 PM,,2011-12-13 13:27:00,2011-12-13 13:24:00,2011-12-13 16:25:00,2011-12-13 16:23:00
flylouisville,2011-12-24-UA-3050-PHX-CLT,11:05 AM  Sat 24-Dec-2011,11:02 AM  Sat 24-Dec-2011,A11,04:57 PM  Sat 24-Dec-2011,04:47 PM  Sat 24-Dec-2011,B3,2011-12-24 11:05:00,2011-12-24 11:02:00,2011-12-24 16:57:00,2011-12-24 16:47:00
quicktrip,2011-12-15-AA-1522-SFO-ORD,2011-12-15 11:55 PM,2011-12-15 12:09 AM (Estimated runway),,2011-12-15 5:50 AM,2011-12-15 5:44 AM (Estimated runway),,2011-12-15 23:55:00,2011-12-15 00:09:00,2011-12-15 05:50:00,2011-12-15 05:44:00
allegiantair,2012-01-03-AA-3804-PHL-ORD,2:35 PM- Jan 03,2:41 PM- Jan 03,A7,4:05 PM- Jan 03,3:30 PM- Jan 03,H5,2000-01-03 14:35:00,2000-01-03 14:41:00,2000-01-03 16:05:00,2000-01-03 15:30:00
flylouisville,2011-12-16-AA-1544-SAN-ORD,,2011-12-16 11:16 AM,27,,2011-12-16 05:16 PM,H6,,2011-12-16 11:16:00,,2011-12-16 05:16:00
aa,2011-12-12-AA-222-LAX-BOS,December 12- 2011               07:10 AM    ,December 12- 2011               07:04 AM    , 47B,December 12- 2011               03:30 PM    ,December 12- 2011               03:07 PM    , B33    ,2011-12-12 07:10:00,2011-12-12 07:04:00,2011-12-12 15:30:00,2011-12-12 03:07:00
flightexplorer,2011-12-05-AA-616-DFW-DTW,,12/5/2011 9:18AM CST,,,12/5/2011 12:07PM EST,,,2011-12-05 09:18:00,,2011-12-05 12:07:00
flights,2012-01-01-AA-1640-MIA-MCO,06:30 PM  Sun 01-Jan-2012,,D5,07:25 PM  Sun 01-Jan-2012,,14,2012-01-01 06:30:00,,2012-01-01 19:25:00,
airtravelcenter,2011-12-17-UA-2704-DTW-PHX,12/17/11 11:15 AM (-05:00),,,12/17/11 1:40 PM (-07:00),,,2011-12-17 11:15:00,,2011-12-17 13:40:00,
gofox,2011-12-03-AA-1221-MCO-ORD,8:00 PM- Dec 03,8:10 PM- Dec 03,,9:50 PM- Dec 03,9:31 PM- Dec 03,,2000-12-03 20:00:00,2000-12-03 20:10:00,2000-12-03 21:50:00,2000-12-03 21:31:00
panynj,2011-12-22-AA-4198-ORD-CLE,10:40 AM- Dec 22,11:03 AM- Dec 22,,12:55 PM- Dec 22,12:54 PM- Dec 22,,2000-12-22 10:40:00,2000-12-22 11:03:00,2000-12-22 12:55:00,2000-12-22 12:54:00
gofox,2011-12-20-AA-2957-DFW-CVG,7:55 AM- Dec 20,8:34 AM- Dec 20,,11:05 AM- Dec 20,11:18 AM- Dec 20,,2000-12-20 07:55:00,2000-12-20 08:34:00,2000-12-20 11:05:00,2000-12-20 11:18:00
travelocity,2011-12-25-AA-1640-MIA-MCO,Dec 25 - 6:30pm,Dec 25 - Not Available,D44,Dec 25 - 7:25pm,Dec 25 - Not Available,14,2000-12-25 18:30:00,2000-12-25 00:00:00,2000-12-25 19:25:00,2000-12-25 00:00:00
flytecomm,2011-12-14-AA-1221-MCO-ORD,,12/14/11 8:50 PM (-05:00),,,12/14/11 10:21 PM (-06:00),,,2011-12-14 20:50:00,,2011-12-14 22:21:00
aa,2011-12-04-AA-2050-ORD-MIA,12/04/2011 10:40 AM,12/04/2011 10:49 AM,K7,12/04/2011 02:45 PM,12/04/2011 02:21 PM,D40,2011-12-04 10:40:00,2011-12-04 10:49:00,2011-12-04 14:45:00,2011-12-04 14:21:00
flytecomm,2011-12-13-UA-257-JFK-SFO,,12/13/11 2:53 PM (-05:00),,,12/13/11 5:40 PM (-08:00),,,2011-12-13 14:53:00,,2011-12-13 17:40:00
flightview,2011-12-14-AA-204-LAX-MCO,11:25 PM- Dec 14,,Terminal 4 - 47B,6:55 AM- Dec 15,,TBA,2000-12-14 23:25:00,,2000-12-15 06:55:00,
foxbusiness,2011-12-14-AA-404-MIA-MCO,6:45 AM- Dec 14,6:57 AM- Dec 14,Terminal E - E5,7:45 AM- Dec 14,7:32 AM- Dec 14,14,2000-12-14 06:45:00,2000-12-14 06:57:00,2000-12-14 07:45:00,2000-12-14 07:32:00
flightaware,2012-01-01-AA-2525-DFW-MIA,2012-01-01 12:36PM CST,2012-01-01 12:36PM CST,,2012-01-01 03:50PM EST,2012-01-01 03:46PM EST,,2012-01-01 12:36:00,2012-01-01 12:36:00,2012-01-01 15:50:00,2012-01-01 15:46:00
mytripandmore,2011-12-24-UA-3099-PHX-PHL,11:55aDec 24,11:47aDec 24, -,6:17pDec 24,5:58pDec 24, -,2000-12-24 11:55:00,2000-12-24 11:47:00,2000-12-24 18:17:00,2000-12-24 17:58:00
flightview,2011-12-19-AA-1007-MIA-PHX,,4:56 PMDec 19,,,7:23 PMDec 19,,,2000-12-19 16:56:00,,2000-12-19 19:23:00
flights,2011-12-01-UA-3099-PHX-PHL,11:55 AM  Thu 01-Dec-2011,11:43 AM  Thu 01-Dec-2011,B14,06:17 PM  Thu 01-Dec-2011,05:38 PM  Thu 01-Dec-2011,12,2011-12-01 11:55:00,2011-12-01 11:43:00,2011-12-01 06:17:00,2011-12-01 05:38:00
flylouisville,2011-12-25-AA-1917-JFK-MCO,02:55 PM  Sun 25-Dec-2011,02:55 PM  Sun 25-Dec-2011,C43,05:55 PM  Sun 25-Dec-2011,05:37 PM  Sun 25-Dec-2011,16,2011-12-25 14:55:00,2011-12-25 14:55:00,2011-12-25 05:55:00,2011-12-25 05:37:00
helloflight,2011-12-30-AA-1165-JFK-MIA,,12/30/11 7:14 AM (-05:00),,,12/30/11 9:54 AM (-05:00),,,2011-12-30 07:14:00,,2011-12-30 09:54:00
flightexplorer,2011-12-28-AA-3468-CVG-MIA,,12/28/2011 7:13AM EST,,,12/28/2011 9:22AM EST,,,2011-12-28 07:13:00,,2011-12-28 09:22:00
flights,2011-12-10-AA-1886-BOS-MIA,,2011-12-10 10:48 AM,B31,,2011-12-10 02:17 PM,D23,,2011-12-10 10:48:00,,2011-12-10 14:17:00
foxbusiness,2011-12-13-AA-1434-DFW-MCO,7:15 AM- Dec 13,7:20 AM- Dec 13,C26,10:35 AM- Dec 13,10:23 AM- Dec 13,15,2000-12-13 07:15:00,2000-12-13 07:20:00,2000-12-13 10:35:00,2000-12-13 10:23:00
gofox,2011-12-12-AA-3823-LAX-DEN,9:00 PM- Dec 12,,,12:15 AM- Dec 13,,,2000-12-12 21:00:00,,2000-12-13 00:15:00,
businesstravellogue,2011-12-07-AA-4277-CVG-JFK,12:10 PM  Wed 07-Dec-2011,12:16 PM  Wed 07-Dec-2011,1,02:15 PM  Wed 07-Dec-2011,01:58 PM  Wed 07-Dec-2011,C31E,2011-12-07 12:10:00,2011-12-07 12:16:00,2011-12-07 14:15:00,2011-12-07 13:58:00
foxbusiness,2011-12-01-AA-3786-IAH-ORD,4:00 PM- Dec 01,4:12 PM- Dec 01,A29,6:40 PM- Dec 01,6:09 PM- Dec 01,Terminal 3,2000-12-01 16:00:00,2000-12-01 16:12:00,2000-12-01 18:40:00,2000-12-01 18:09:00
flightview,2011-12-08-AA-85-JFK-SFO,3:05 PM- Dec 08,3:36 PM- Dec 08,Terminal 8 - 33,6:30 PM- Dec 08,6:35 PM- Dec 08,Terminal 2 - 56A,2000-12-08 15:05:00,2000-12-08 15:36:00,2000-12-08 18:30:00,2000-12-08 18:35:00
businesstravellogue,2011-12-31-UA-2314-ATL-PHL,,2011-12-31 03:03 PM,D23,,2011-12-31 05:00 PM,C18,,2011-12-31 03:03:00,,2011-12-31 17:00:00
flightstats,2011-12-19-UA-37-EWR-MCO,2011-12-19 1:29 PM,2011-12-19 1:33 PM,,2011-12-19 4:22 PM,2011-12-19 4:07 PM,,2011-12-19 13:29:00,2011-12-19 13:33:00,2011-12-19 16:22:00,2011-12-19 16:07:00
weather,2011-12-14-UA-2945-PHL-CLT,2011-12-14 12:00 PM,,,2011-12-14 01:45 PM,,,2011-12-14 12:00:00,,2011-12-14 01:45:00,
weather,2011-12-07-UA-37-EDI-EWR,2011-12-07 09:05 AM,,,2011-12-07 11:53 AM,,,2011-12-07 09:05:00,,2011-12-07 11:53:00,
allegiantair,2011-12-11-UA-828-SFO-ORD,11:55 PM- Dec 11,,Terminal 3 - 70,5:55 AM- Dec 12,,C22,2000-12-11 23:55:00,,2000-12-12 05:55:00,
myrateplan,2011-12-22-UA-2515-DFW-CLT,,12/22/11 7:16 AM (-06:00),,,12/22/11 10:11 AM (-05:00),,,2011-12-22 07:16:00,,2011-12-22 10:11:00
flights,2011-12-19-UA-3099-PHX-PHL,11:55 AM  Mon 19-Dec-2011,11:50 AM  Mon 19-Dec-2011,A30,06:17 PM  Mon 19-Dec-2011,06:13 PM  Mon 19-Dec-2011,10,2011-12-19 11:55:00,2011-12-19 11:50:00,2011-12-19 06:17:00,2011-12-19 06:13:00
quicktrip,2011-12-18-AA-518-MIA-JFK,2011-12-18 6:30 AM,2011-12-18 6:35 AM,,2011-12-18 9:15 AM,2011-12-18 9:19 AM,,2011-12-18 06:30:00,2011-12-18 06:35:00,2011-12-18 09:15:00,2011-12-18 09:19:00
travelocity,2011-12-08-AA-1522-SFO-ORD,Dec 08 - 11:55pm,Dec 08 - Not Available,56A,Dec 09 - 5:50am,Dec 09 - Not Available,H9/T3,2000-12-08 23:55:00,2000-12-08 00:00:00,2000-12-09 05:50:00,2000-12-09 00:00:00
flightexplorer,2011-12-22-UA-248-PHX-ORD,12/22/2011 12:54PM MST,,,12/22/2011 4:38PM CST,,,2011-12-22 12:54:00,,2011-12-22 16:38:00,
allegiantair,2011-12-11-UA-938-DEN-ORD,,4:30 PMDec 11,,,7:30 PMDec 11,,,2000-12-11 16:30:00,,2000-12-11 19:30:00
aa,2011-12-30-AA-400-DFW-JFK,December 30- 2011               10:40 AM    ,December 30- 2011               11:47 AM    , C6,December 30- 2011               02:59 PM    ,December 30- 2011               03:55 PM    , 33    ,2011-12-30 10:40:00,2011-12-30 11:47:00,2011-12-30 14:59:00,2011-12-30 03:55:00
panynj,2011-12-09-AA-1664-MIA-ATL,10:15 AM- Dec 09,10:34 AM- Dec 09,Terminal D - D45,12:10 PM- Dec 09,12:09 PM- Dec 09,T11,2000-12-09 10:15:00,2000-12-09 10:34:00,2000-12-09 12:10:00,2000-12-09 12:09:00
panynj,2012-01-01-AA-3-JFK-LAX,12:00 PM- Jan 01,12:14 PM- Jan 01,Terminal 8 - 42,3:15 PM- Jan 01,3:11 PM- Jan 01,Terminal 4 - 47B,2000-01-01 12:00:00,2000-01-01 12:14:00,2000-01-01 15:15:00,2000-01-01 15:11:00
flights,2011-12-31-AA-3-JFK-LAX,12:00 PM  Sat 31-Dec-2011,11:54 AM  Sat 31-Dec-2011,C35,03:15 PM  Sat 31-Dec-2011,02:48 PM  Sat 31-Dec-2011,42A,2011-12-31 12:00:00,2011-12-31 11:54:00,2011-12-31 03:15:00,2011-12-31 14:48:00
allegiantair,2011-12-17-UA-37-EDI-EWR,,9:31 AMDec 17,,,12:14 PMDec 17,,,2000-12-17 09:31:00,,2000-12-17 12:14:00
boston,2011-12-22-AA-466-IAH-MIA,6:00 AM- Dec 22,6:54 AM- Dec 22,,9:20 AM- Dec 22,9:50 AM- Dec 22,,2000-12-22 06:00:00,2000-12-22 06:54:00,2000-12-22 09:20:00,2000-12-22 09:50:00
weather,2011-12-01-AA-3-JFK-LAX,2011-12-01 12:00 PM,2011-12-01 12:12 PM,,2011-12-01 03:15 PM,2011-12-01 03:09 PM,,2011-12-01 12:00:00,2011-12-01 12:12:00,2011-12-01 03:15:00,2011-12-01 03:09:00
businesstravellogue,2011-12-12-UA-3099-PHX-PHL,11:55 AM  Mon 12-Dec-2011,11:50 AM  Mon 12-Dec-2011,A13,06:17 PM  Mon 12-Dec-2011,06:12 PM  Mon 12-Dec-2011,12,2011-12-12 11:55:00,2011-12-12 11:50:00,2011-12-12 18:17:00,2011-12-12 18:12:00
quicktrip,2011-12-20-UA-843-LAX-ORD,2011-12-20 2:10 PM,2011-12-20 2:18 PM,,2011-12-20 8:12 PM,2011-12-20 8:36 PM,,2011-12-20 14:10:00,2011-12-20 14:18:00,2011-12-20 20:12:00,2011-12-20 20:36:00
flylouisville,2011-12-20-AA-4307-ORD-DTW,06:45 PM  Tue 20-Dec-2011,06:38 PM  Tue 20-Dec-2011,H3A,09:10 PM  Tue 20-Dec-2011,09:04 PM  Tue 20-Dec-2011,D28,2011-12-20 06:45:00,2011-12-20 06:38:00,2011-12-20 09:10:00,2011-12-20 09:04:00
flightarrival,2011-12-29-UA-257-JFK-SFO,2:30 PM- Dec 29,2:51 PM- Dec 29,,6:14 PM- Dec 29,5:59 PM- Dec 29,,2000-12-29 14:30:00,2000-12-29 14:51:00,2000-12-29 18:14:00,2000-12-29 17:59:00
world-flight-tracker,2011-12-14-UA-2830-MCO-CLT,2011-12-14 3:27 PM,2011-12-14 3:27 PM,,2011-12-14 5:05 PM,2011-12-14 5:00 PM,,2011-12-14 03:27:00,2011-12-14 03:27:00,2011-12-14 17:05:00,2011-12-14 17:00:00
flightarrival,2011-12-05-UA-3099-PHX-PHL,11:55 AM- Dec 05,12:13 PM- Dec 05,,6:17 PM- Dec 05,5:47 PM- Dec 05,,2000-12-05 11:55:00,2000-12-05 12:13:00,2000-12-05 18:17:00,2000-12-05 17:47:00
orbitz,2011-12-19-AA-59-JFK-SFO,7:10aDec 19,7:07aDec 19, 5,10:45aDec 19,10:33aDec 19, 58B,2000-12-19 07:10:00,2000-12-19 07:07:00,2000-12-19 10:45:00,2000-12-19 10:33:00
quicktrip,2011-12-01-UA-2314-ATL-PHL,2011-12-01 2:55 PM,2011-12-01 2:46 PM,,2011-12-01 5:00 PM,2011-12-01 4:47 PM,,2011-12-01 14:55:00,2011-12-01 14:46:00,2011-12-01 17:00:00,2011-12-01 16:47:00
allegiantair,2011-12-19-AA-3-JFK-LAX,12:00 PM- Dec 19,12:12 PM- Dec 19,Terminal 8 - 43,3:15 PM- Dec 19,3:16 PM- Dec 19,Terminal 4 - 47B,2000-12-19 12:00:00,2000-12-19 12:12:00,2000-12-19 15:15:00,2000-12-19 15:16:00
foxbusiness,2012-01-01-AA-3823-LAX-DEN,9:00 PM- Jan 01,,Terminal 4 - 44J,12:15 AM- Jan 02,,A49,2000-01-01 21:00:00,,2000-01-02 00:15:00,
phl,2011-12-07-AA-446-DFW-PHL,,,,2011-12-07 3:50 PM,,A9,,,2011-12-07 03:50:00,
businesstravellogue,2011-12-11-UA-2704-DTW-PHX,,2011-12-11 11:15 AM,D14,,2011-12-11 01:20 PM,A6,,2011-12-11 11:15:00,,2011-12-11 13:20:00
flightexplorer,2011-12-22-UA-233-LAX-JFK,,12/21/2011 4:46PM PST,,,12/22/2011 12:07AM EST,,,2011-12-21 16:46:00,,2011-12-22 00:07:00
travelocity,2011-12-28-UA-2314-ATL-PHL,Dec 28 - 2:55pm,Dec 28 - Contact Airline,Not provided by airline,Dec 28 - 5:00pm,Dec 28 - Contact Airline,Not provided by airline,2000-12-28 14:55:00,2000-12-28 00:00:00,2000-12-28 17:00:00,2000-12-28 00:00:00
panynj,2011-12-09-UA-233-LAX-JFK,4:25 PM- Dec 09,,77,12:29 AM- Dec 10,,4,2000-12-09 16:25:00,,2000-12-10 00:29:00,
world-flight-tracker,2012-01-03-AA-3756-ORD-SLC,2012-01-03 12:15 PM,2012-01-03 12:11 PM,,2012-01-03 2:45 PM,2012-01-03 2:39 PM,,2012-01-03 12:15:00,2012-01-03 12:11:00,2012-01-03 14:45:00,2012-01-03 14:39:00
boston,2011-12-09-UA-62-IAH-EWR,,3:16 PMDec 09,,,7:00 PMDec 09,,,2000-12-09 15:16:00,,2000-12-09 19:00:00
flightarrival,2011-12-16-AA-3756-ORD-SLC,12:15 PM- Dec 16,12:29 PM- Dec 16,,2:45 PM- Dec 16,2:34 PM- Dec 16,,2000-12-16 12:15:00,2000-12-16 12:29:00,2000-12-16 14:45:00,2000-12-16 14:34:00
orbitz,2012-01-02-UA-37-EWR-MCO,1:29pJan 2,2:08pJan 2, 134,4:22pJan 2,5:02pJan 2, 39,2000-01-02 13:29:00,2000-01-02 14:08:00,2000-01-02 16:22:00,2000-01-02 17:02:00
flytecomm,2011-12-08-AA-1640-MIA-MCO,,12/8/11 6:48 PM (-05:00),,,12/8/11 7:26 PM (-05:00),,,2011-12-08 18:48:00,,2011-12-08 19:26:00
ifly,2011-12-20-AA-4344-ORD-DTW,2011-12-20 11:45 AM,2011-12-20 11:42 AM,,2011-12-20 2:00 PM,2011-12-20 1:50 PM,,2011-12-20 11:45:00,2011-12-20 11:42:00,2011-12-20 14:00:00,2011-12-20 13:50:00
flightarrival,2011-12-28-AA-1221-MCO-ORD,2011-12-28 08:00 PM,,,2011-12-28 09:50 PM,,,2011-12-28 20:00:00,,2011-12-28 09:50:00,
quicktrip,2011-12-15-AA-3842-MSP-ORD,2011-12-15 6:00 AM,2011-12-15 5:59 AM,,2011-12-15 7:30 AM,2011-12-15 7:42 AM,,2011-12-15 06:00:00,2011-12-15 05:59:00,2011-12-15 07:30:00,2011-12-15 07:42:00
