src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate,scheduled_dept_clean,actual_dept_clean,scheduled_arrival_clean,actual_arrival_clean
flights,2012-01-01-AA-1640-MIA-MCO,06:30 PM  Sun 01-Jan-2012,,D5,07:25 PM  Sun 01-Jan-2012,,14,2012-01-01 06:30:00,,2012-01-01 07:25:00,
airtravelcenter,2011-12-17-UA-2704-DTW-PHX,12/17/11 11:15 AM (-05:00),,,12/17/11 1:40 PM (-07:00),,,,,,
gofox,2011-12-03-AA-1221-MCO-ORD,8:00 PM- Dec 03,8:10 PM- Dec 03,,9:50 PM- Dec 03,9:31 PM- Dec 03,,2003-12-01 08:00:00,2003-12-01 08:10:00,2003-12-01 09:50:00,2003-12-01 09:31:00
panynj,2011-12-22-AA-4198-ORD-CLE,10:40 AM- Dec 22,11:03 AM- Dec 22,,12:55 PM- Dec 22,12:54 PM- Dec 22,,2022-12-01 10:40:00,2022-12-01 11:03:00,2022-12-01 12:55:00,2022-12-01 12:54:00
gofox,2011-12-20-AA-2957-DFW-CVG,7:55 AM- Dec 20,8:34 AM- Dec 20,,11:05 AM- Dec 20,11:18 AM- Dec 20,,2020-12-01 07:55:00,2020-12-01 08:34:00,2020-12-01 11:05:00,2020-12-01 11:18:00
travelocity,2011-12-25-AA-1640-MIA-MCO,Dec 25 - 6:30pm,Dec 25 - Not Available,D44,Dec 25 - 7:25pm,Dec 25 - Not Available,14,2025-12-01 18:30:00,,2025-12-01 19:25:00,
flytecomm,2011-12-14-AA-1221-MCO-ORD,,12/14/11 8:50 PM (-05:00),,,12/14/11 10:21 PM (-06:00),,,,,
aa,2011-12-04-AA-2050-ORD-MIA,12/04/2011 10:40 AM,12/04/2011 10:49 AM,K7,12/04/2011 02:45 PM,12/04/2011 02:21 PM,D40,2011-12-04 10:40:00,2011-12-04 10:49:00,2011-12-04 02:45:00,2011-12-04 02:21:00
flytecomm,2011-12-13-UA-257-JFK-SFO,,12/13/11 2:53 PM (-05:00),,,12/13/11 5:40 PM (-08:00),,,,,
flightview,2011-12-14-AA-204-LAX-MCO,11:25 PM- Dec 14,,Terminal 4 - 47B,6:55 AM- Dec 15,,TBA,2014-12-01 11:25:00,,2015-12-01 06:55:00,
foxbusiness,2011-12-14-AA-404-MIA-MCO,6:45 AM- Dec 14,6:57 AM- Dec 14,Terminal E - E5,7:45 AM- Dec 14,7:32 AM- Dec 14,14,2014-12-01 06:45:00,2014-12-01 06:57:00,2014-12-01 07:45:00,2014-12-01 07:32:00
flightaware,2012-01-01-AA-2525-DFW-MIA,2012-01-01 12:36PM CST,2012-01-01 12:36PM CST,,2012-01-01 03:50PM EST,2012-01-01 03:46PM EST,,,,2012-01-01 15:50:00,2012-01-01 15:46:00
mytripandmore,2011-12-24-UA-3099-PHX-PHL,11:55aDec 24,11:47aDec 24, -,6:17pDec 24,5:58pDec 24, -,,,,
flightview,2011-12-19-AA-1007-MIA-PHX,,4:56 PMDec 19,,,7:23 PMDec 19,,,,,
flights,2011-12-01-UA-3099-PHX-PHL,11:55 AM  Thu 01-Dec-2011,11:43 AM  Thu 01-Dec-2011,B14,06:17 PM  Thu 01-Dec-2011,05:38 PM  Thu 01-Dec-2011,12,2011-12-01 11:55:00,2011-12-01 11:43:00,2011-12-01 06:17:00,2011-12-01 05:38:00
flylouisville,2011-12-25-AA-1917-JFK-MCO,02:55 PM  Sun 25-Dec-2011,02:55 PM  Sun 25-Dec-2011,C43,05:55 PM  Sun 25-Dec-2011,05:37 PM  Sun 25-Dec-2011,16,2011-12-25 02:55:00,2011-12-25 02:55:00,2011-12-25 05:55:00,2011-12-25 05:37:00
helloflight,2011-12-30-AA-1165-JFK-MIA,,12/30/11 7:14 AM (-05:00),,,12/30/11 9:54 AM (-05:00),,,,,
flightexplorer,2011-12-28-AA-3468-CVG-MIA,,12/28/2011 7:13AM EST,,,12/28/2011 9:22AM EST,,,2011-12-28 07:13:00,,2011-12-28 09:22:00
flights,2011-12-10-AA-1886-BOS-MIA,,2011-12-10 10:48 AM,B31,,2011-12-10 02:17 PM,D23,,2011-12-10 10:48:00,,2011-12-10 02:17:00
foxbusiness,2011-12-13-AA-1434-DFW-MCO,7:15 AM- Dec 13,7:20 AM- Dec 13,C26,10:35 AM- Dec 13,10:23 AM- Dec 13,15,2013-12-01 07:15:00,2013-12-01 07:20:00,2013-12-01 10:35:00,2013-12-01 10:23:00
gofox,2011-12-12-AA-3823-LAX-DEN,9:00 PM- Dec 12,,,12:15 AM- Dec 13,,,2012-12-01 09:00:00,,2013-12-01 12:15:00,
businesstravellogue,2011-12-07-AA-4277-CVG-JFK,12:10 PM  Wed 07-Dec-2011,12:16 PM  Wed 07-Dec-2011,1,02:15 PM  Wed 07-Dec-2011,01:58 PM  Wed 07-Dec-2011,C31E,2011-12-07 12:10:00,2011-12-07 12:16:00,2011-12-07 02:15:00,2011-12-07 01:58:00
foxbusiness,2011-12-01-AA-3786-IAH-ORD,4:00 PM- Dec 01,4:12 PM- Dec 01,A29,6:40 PM- Dec 01,6:09 PM- Dec 01,Terminal 3,2001-12-01 04:00:00,2001-12-01 04:12:00,2001-12-01 06:40:00,2001-12-01 06:09:00
flightview,2011-12-08-AA-85-JFK-SFO,3:05 PM- Dec 08,3:36 PM- Dec 08,Terminal 8 - 33,6:30 PM- Dec 08,6:35 PM- Dec 08,Terminal 2 - 56A,2008-12-01 03:05:00,2008-12-01 03:36:00,2008-12-01 06:30:00,2008-12-01 06:35:00
businesstravellogue,2011-12-31-UA-2314-ATL-PHL,,2011-12-31 03:03 PM,D23,,2011-12-31 05:00 PM,C18,,2011-12-31 03:03:00,,2011-12-31 05:00:00
flightstats,2011-12-19-UA-37-EWR-MCO,2011-12-19 1:29 PM,2011-12-19 1:33 PM,,2011-12-19 4:22 PM,2011-12-19 4:07 PM,,2011-12-19 01:29:00,2011-12-19 01:33:00,2011-12-19 04:22:00,2011-12-19 04:07:00
weather,2011-12-14-UA-2945-PHL-CLT,2011-12-14 12:00 PM,,,2011-12-14 01:45 PM,,,2011-12-14 12:00:00,,2011-12-14 01:45:00,
weather,2011-12-07-UA-37-EDI-EWR,2011-12-07 09:05 AM,,,2011-12-07 11:53 AM,,,2011-12-07 09:05:00,,2011-12-07 11:53:00,
allegiantair,2011-12-11-UA-828-SFO-ORD,11:55 PM- Dec 11,,Terminal 3 - 70,5:55 AM- Dec 12,,C22,2011-12-01 11:55:00,,2012-12-01 05:55:00,
myrateplan,2011-12-22-UA-2515-DFW-CLT,,12/22/11 7:16 AM (-06:00),,,12/22/11 10:11 AM (-05:00),,,,,
flights,2011-12-19-UA-3099-PHX-PHL,11:55 AM  Mon 19-Dec-2011,11:50 AM  Mon 19-Dec-2011,A30,06:17 PM  Mon 19-Dec-2011,06:13 PM  Mon 19-Dec-2011,10,,,,
quicktrip,2011-12-18-AA-518-MIA-JFK,2011-12-18 6:30 AM,2011-12-18 6:35 AM,,2011-12-18 9:15 AM,2011-12-18 9:19 AM,,2011-12-18 06:30:00,2011-12-18 06:35:00,2011-12-18 09:15:00,2011-12-18 09:19:00
travelocity,2011-12-08-AA-1522-SFO-ORD,Dec 08 - 11:55pm,Dec 08 - Not Available,56A,Dec 09 - 5:50am,Dec 09 - Not Available,H9/T3,2008-12-01 23:55:00,,2009-12-01 05:50:00,
flightexplorer,2011-12-22-UA-248-PHX-ORD,12/22/2011 12:54PM MST,,,12/22/2011 4:38PM CST,,,,,,
allegiantair,2011-12-11-UA-938-DEN-ORD,,4:30 PMDec 11,,,7:30 PMDec 11,,,,,
aa,2011-12-30-AA-400-DFW-JFK,December 30- 2011               10:40 AM    ,December 30- 2011               11:47 AM    , C6,December 30- 2011               02:59 PM    ,December 30- 2011               03:55 PM    , 33    ,2011-12-30 10:40:00,2011-12-30 11:47:00,2011-12-30 02:59:00,2011-12-30 03:55:00
panynj,2011-12-09-AA-1664-MIA-ATL,10:15 AM- Dec 09,10:34 AM- Dec 09,Terminal D - D45,12:10 PM- Dec 09,12:09 PM- Dec 09,T11,2009-12-01 10:15:00,2009-12-01 10:34:00,2009-12-01 12:10:00,2009-12-01 12:09:00
panynj,2012-01-01-AA-3-JFK-LAX,12:00 PM- Jan 01,12:14 PM- Jan 01,Terminal 8 - 42,3:15 PM- Jan 01,3:11 PM- Jan 01,Terminal 4 - 47B,2001-01-01 12:00:00,2001-01-01 12:14:00,2001-01-01 03:15:00,2001-01-01 03:11:00
flights,2011-12-31-AA-3-JFK-LAX,12:00 PM  Sat 31-Dec-2011,11:54 AM  Sat 31-Dec-2011,C35,03:15 PM  Sat 31-Dec-2011,02:48 PM  Sat 31-Dec-2011,42A,,,,
allegiantair,2011-12-17-UA-37-EDI-EWR,,9:31 AMDec 17,,,12:14 PMDec 17,,,,,
boston,2011-12-22-AA-466-IAH-MIA,6:00 AM- Dec 22,6:54 AM- Dec 22,,9:20 AM- Dec 22,9:50 AM- Dec 22,,2022-12-01 06:00:00,2022-12-01 06:54:00,2022-12-01 09:20:00,2022-12-01 09:50:00
weather,2011-12-01-AA-3-JFK-LAX,2011-12-01 12:00 PM,2011-12-01 12:12 PM,,2011-12-01 03:15 PM,2011-12-01 03:09 PM,,2011-12-01 12:00:00,2011-12-01 12:12:00,2011-12-01 03:15:00,2011-12-01 03:09:00
businesstravellogue,2011-12-12-UA-3099-PHX-PHL,11:55 AM  Mon 12-Dec-2011,11:50 AM  Mon 12-Dec-2011,A13,06:17 PM  Mon 12-Dec-2011,06:12 PM  Mon 12-Dec-2011,12,,,,
quicktrip,2011-12-20-UA-843-LAX-ORD,2011-12-20 2:10 PM,2011-12-20 2:18 PM,,2011-12-20 8:12 PM,2011-12-20 8:36 PM,,2011-12-20 02:10:00,2011-12-20 02:18:00,2011-12-20 08:12:00,2011-12-20 08:36:00
flylouisville,2011-12-20-AA-4307-ORD-DTW,06:45 PM  Tue 20-Dec-2011,06:38 PM  Tue 20-Dec-2011,H3A,09:10 PM  Tue 20-Dec-2011,09:04 PM  Tue 20-Dec-2011,D28,2011-12-20 06:45:00,2011-12-20 06:38:00,2011-12-20 09:10:00,2011-12-20 09:04:00
flightarrival,2011-12-29-UA-257-JFK-SFO,2:30 PM- Dec 29,2:51 PM- Dec 29,,6:14 PM- Dec 29,5:59 PM- Dec 29,,2029-12-01 02:30:00,2029-12-01 02:51:00,2029-12-01 06:14:00,2029-12-01 05:59:00
world-flight-tracker,2011-12-14-UA-2830-MCO-CLT,2011-12-14 3:27 PM,2011-12-14 3:27 PM,,2011-12-14 5:05 PM,2011-12-14 5:00 PM,,2011-12-14 03:27:00,2011-12-14 03:27:00,2011-12-14 05:05:00,2011-12-14 05:00:00
flightarrival,2011-12-05-UA-3099-PHX-PHL,11:55 AM- Dec 05,12:13 PM- Dec 05,,6:17 PM- Dec 05,5:47 PM- Dec 05,,2005-12-01 11:55:00,2005-12-01 12:13:00,2005-12-01 06:17:00,2005-12-01 05:47:00
orbitz,2011-12-19-AA-59-JFK-SFO,7:10aDec 19,7:07aDec 19, 5,10:45aDec 19,10:33aDec 19, 58B,,,,
quicktrip,2011-12-01-UA-2314-ATL-PHL,2011-12-01 2:55 PM,2011-12-01 2:46 PM,,2011-12-01 5:00 PM,2011-12-01 4:47 PM,,2011-12-01 02:55:00,2011-12-01 02:46:00,2011-12-01 05:00:00,2011-12-01 04:47:00
allegiantair,2011-12-19-AA-3-JFK-LAX,12:00 PM- Dec 19,12:12 PM- Dec 19,Terminal 8 - 43,3:15 PM- Dec 19,3:16 PM- Dec 19,Terminal 4 - 47B,2019-12-01 12:00:00,2019-12-01 12:12:00,2019-12-01 03:15:00,2019-12-01 03:16:00
foxbusiness,2012-01-01-AA-3823-LAX-DEN,9:00 PM- Jan 01,,Terminal 4 - 44J,12:15 AM- Jan 02,,A49,2001-01-01 09:00:00,,2002-01-01 12:15:00,
phl,2011-12-07-AA-446-DFW-PHL,,,,2011-12-07 3:50 PM,,A9,,,2011-12-07 03:50:00,
businesstravellogue,2011-12-11-UA-2704-DTW-PHX,,2011-12-11 11:15 AM,D14,,2011-12-11 01:20 PM,A6,,2011-12-11 11:15:00,,2011-12-11 01:20:00
flightexplorer,2011-12-22-UA-233-LAX-JFK,,12/21/2011 4:46PM PST,,,12/22/2011 12:07AM EST,,,2011-12-21 16:46:00,,2011-12-22 12:07:00
travelocity,2011-12-28-UA-2314-ATL-PHL,Dec 28 - 2:55pm,Dec 28 - Contact Airline,Not provided by airline,Dec 28 - 5:00pm,Dec 28 - Contact Airline,Not provided by airline,2028-12-01 14:55:00,,2028-12-01 17:00:00,
panynj,2011-12-09-UA-233-LAX-JFK,4:25 PM- Dec 09,,77,12:29 AM- Dec 10,,4,2009-12-01 04:25:00,,2010-12-01 12:29:00,
world-flight-tracker,2012-01-03-AA-3756-ORD-SLC,2012-01-03 12:15 PM,2012-01-03 12:11 PM,,2012-01-03 2:45 PM,2012-01-03 2:39 PM,,2012-01-03 12:15:00,2012-01-03 12:11:00,2012-01-03 02:45:00,2012-01-03 02:39:00
boston,2011-12-09-UA-62-IAH-EWR,,3:16 PMDec 09,,,7:00 PMDec 09,,,,,
flightarrival,2011-12-16-AA-3756-ORD-SLC,12:15 PM- Dec 16,12:29 PM- Dec 16,,2:45 PM- Dec 16,2:34 PM- Dec 16,,2016-12-01 12:15:00,2016-12-01 12:29:00,2016-12-01 02:45:00,2016-12-01 02:34:00
orbitz,2012-01-02-UA-37-EWR-MCO,1:29pJan 2,2:08pJan 2, 134,4:22pJan 2,5:02pJan 2, 39,,,,
flytecomm,2011-12-08-AA-1640-MIA-MCO,,12/8/11 6:48 PM (-05:00),,,12/8/11 7:26 PM (-05:00),,,,,
ifly,2011-12-20-AA-4344-ORD-DTW,2011-12-20 11:45 AM,2011-12-20 11:42 AM,,2011-12-20 2:00 PM,2011-12-20 1:50 PM,,2011-12-20 11:45:00,2011-12-20 11:42:00,2011-12-20 02:00:00,2011-12-20 01:50:00
flightarrival,2011-12-28-AA-1221-MCO-ORD,2011-12-28 08:00 PM,,,2011-12-28 09:50 PM,,,2011-12-28 08:00:00,,2011-12-28 09:50:00,
quicktrip,2011-12-15-AA-3842-MSP-ORD,2011-12-15 6:00 AM,2011-12-15 5:59 AM,,2011-12-15 7:30 AM,2011-12-15 7:42 AM,,2011-12-15 06:00:00,2011-12-15 05:59:00,2011-12-15 07:30:00,2011-12-15 07:42:00
quicktrip,2011-12-04-AA-400-DFW-JFK,2011-12-04 10:40 AM,2011-12-04 11:01 AM,,2011-12-04 2:59 PM,2011-12-04 3:02 PM,,2011-12-04 10:40:00,2011-12-04 11:01:00,2011-12-04 02:59:00,2011-12-04 03:02:00
flights,2011-12-25-UA-3373-IAD-PHL,,2011-12-25 08:25 AM,C18,,2011-12-25 09:39 AM,D7,,2011-12-25 08:25:00,,2011-12-25 09:39:00
allegiantair,2011-12-09-AA-3979-CVG-ORD,7:30 AM- Dec 09,7:46 AM- Dec 09,Terminal 2,8:00 AM- Dec 09,7:42 AM- Dec 09,G14,2009-12-01 07:30:00,2009-12-01 07:46:00,2009-12-01 08:00:00,2009-12-01 07:42:00
myrateplan,2011-12-27-UA-5487-SFO-MRY,,12/27/11 12:06 PM (-08:00),,,12/27/11 12:25 PM (-08:00),,,,,
flytecomm,2011-12-22-AA-3859-IAH-ORD,,12/22/11 7:23 AM (-06:00),,,12/22/11 9:22 AM (-06:00),,,,,
panynj,2011-12-05-AA-3979-CVG-ORD,7:30 AM- Dec 05,7:48 AM- Dec 05,Terminal 2,8:00 AM- Dec 05,7:40 AM- Dec 05,G14,2005-12-01 07:30:00,2005-12-01 07:48:00,2005-12-01 08:00:00,2005-12-01 07:40:00
myrateplan,2011-12-12-AA-616-DFW-DTW,,12/12/11 9:47 AM (-06:00),,,12/12/11 12:43 PM (-05:00),,,,,
wunderground,2011-12-30-AA-3859-IAH-ORD,2011-12-30 07:10AM CST,2011-12-30 07:17AM CST, A29 ,2011-12-30 09:24AM CST,2011-12-30 09:20AM CST, G6A ,,,,
aa,2011-12-04-AA-3979-CVG-ORD,12/04/2011 07:30 AM,12/04/2011 07:32 AM,3,12/04/2011 08:00 AM,12/04/2011 07:26 AM,H1B,2011-12-04 07:30:00,2011-12-04 07:32:00,2011-12-04 08:00:00,2011-12-04 07:26:00
usatoday,2011-12-30-AA-2268-PHX-ORD,7:15 AM- Dec 30,7:34 AM- Dec 30,,11:35 AM- Dec 30,11:43 AM- Dec 30,,2030-12-01 07:15:00,2030-12-01 07:34:00,2030-12-01 11:35:00,2030-12-01 11:43:00
aa,2011-12-11-AA-2050-ORD-MIA,December 11- 2011               10:40 AM    ,December 11- 2011               10:42 AM    , K9,December 11- 2011               02:45 PM    ,December 11- 2011               02:36 PM    , D24    ,2011-12-11 10:40:00,2011-12-11 10:42:00,2011-12-11 02:45:00,2011-12-11 02:36:00
flightview,2011-12-27-AA-85-JFK-SFO,3:05 PM- Dec 27,3:37 PM- Dec 27,Terminal 8 - 41,6:30 PM- Dec 27,6:22 PM- Dec 27,Terminal 2 - 58B,2027-12-01 03:05:00,2027-12-01 03:37:00,2027-12-01 06:30:00,2027-12-01 06:22:00
orbitz,2011-12-24-UA-2906-PHL-MCO,3:50pDec 24,4:49pDec 24, -,6:23pDec 24,7:23pDec 24, -,,,,
flights,2011-12-10-UA-3925-IAD-ORF,,2011-12-10 08:39 AM,A2,,2011-12-10 09:38 AM,,,2011-12-10 08:39:00,,2011-12-10 09:38:00
quicktrip,2011-12-14-UA-382-IAD-LAX,2011-12-14 12:30 PM,2011-12-14 12:27 PM,,2011-12-14 3:19 PM,2011-12-14 3:05 PM,,2011-12-14 12:30:00,2011-12-14 12:27:00,2011-12-14 03:19:00,2011-12-14 03:05:00
ord,2011-12-19-UA-248-PHX-ORD,2011-12-19 12:52 PM,,5,2011-12-19 5:13 PM,,B10,2011-12-19 12:52:00,,2011-12-19 05:13:00,
quicktrip,2011-12-07-UA-414-LAX-SFO,2011-12-07 6:00 AM,2011-12-07 5:55 AM,,2011-12-07 7:23 AM,2011-12-07 7:12 AM,,2011-12-07 06:00:00,2011-12-07 05:55:00,2011-12-07 07:23:00,2011-12-07 07:12:00
orbitz,2011-12-08-AA-404-MIA-MCO,6:45aDec 8,6:40aDec 8, E5,7:45aDec 8,7:35aDec 8, 16,,,,
quicktrip,2011-12-27-AA-3804-PHL-ORD,2011-12-27 2:35 PM,2011-12-27 2:37 PM,,2011-12-27 4:05 PM,2011-12-27 3:55 PM,,2011-12-27 02:35:00,2011-12-27 02:37:00,2011-12-27 04:05:00,2011-12-27 03:55:00
quicktrip,2011-12-26-AA-1007-MIA-PHX,2011-12-26 4:55 PM,2011-12-26 4:50 PM,,2011-12-26 8:05 PM,2011-12-26 7:42 PM,,2011-12-26 04:55:00,2011-12-26 04:50:00,2011-12-26 08:05:00,2011-12-26 07:42:00
travelocity,2011-12-15-UA-3373-IAD-PHL,Dec 15 - Not Available,Dec 15 - 8:57am,A4B,Dec 15 - Not Available,Dec 15 - 9:38am,CHK,,2015-12-01 08:57:00,,2015-12-01 09:38:00
gofox,2011-12-03-UA-37-EDI-EWR,,9:37 AMDec 03,,,1:17 PMDec 03,,,,,
ord,2011-12-01-AA-3979-CVG-ORD,2011-12-01 7:30 AM,,1,2011-12-01 8:00 AM,,G10,2011-12-01 07:30:00,,2011-12-01 08:00:00,
mia,2011-12-17-AA-1165-JFK-MIA,,,,10:34A 12-17-11,2011-12-17  10:10A,,,,,
flightexplorer,2011-12-22-UA-5487-SFO-MRY,,12/22/2011 10:57AM PST,,,12/22/2011 11:15AM PST,,,2011-12-22 10:57:00,,2011-12-22 11:15:00
aa,2011-12-04-AA-3756-ORD-SLC,12/04/2011 12:15 PM,12/04/2011 12:53 PM,G11,12/04/2011 02:45 PM,12/04/2011 02:57 PM,A3,2011-12-04 12:15:00,2011-12-04 12:53:00,2011-12-04 02:45:00,2011-12-04 02:57:00
aa,2011-12-27-AA-3823-LAX-DEN,December 27- 2011               09:00 PM    ,December 27- 2011     , 44E,December 28- 2011               12:15 AM    ,December 28- 2011     , A49    ,2011-12-27 09:00:00,2011-12-27 00:00:00,2011-12-28 12:15:00,2011-12-28 00:00:00
foxbusiness,2011-12-29-AA-431-MIA-SFO,8:35 AM- Dec 29,9:08 AM- Dec 29,D11,11:50 AM- Dec 29,12:04 PM- Dec 29,Terminal 2 - 57,2029-12-01 08:35:00,2029-12-01 09:08:00,2029-12-01 11:50:00,2029-12-01 12:04:00
flytecomm,2011-12-13-UA-248-PHX-ORD,,12/13/11 2:56 PM (-07:00),,,12/13/11 6:39 PM (-06:00),,,,,
flightaware,2011-12-24-AA-1007-MIA-PHX,2011-12-24 04:55PM EST,2011-12-24 05:06PM EST, D37 ,2011-12-24 07:28PM MST,2011-12-24 07:19PM MST, 6 ,2011-12-24 16:55:00,2011-12-24 17:06:00,2011-12-24 19:28:00,2011-12-24 19:19:00
flylouisville,2011-12-08-AA-3756-ORD-SLC,12:15 PM  Thu 08-Dec-2011,12:12 PM  Thu 08-Dec-2011,H4,02:45 PM  Thu 08-Dec-2011,02:35 PM  Thu 08-Dec-2011,A3,2011-12-08 12:15:00,2011-12-08 12:12:00,2011-12-08 02:45:00,2011-12-08 02:35:00
helloflight,2011-12-11-AA-4330-CVG-ORD,12/11/11 3:35 PM (-05:00),,,12/11/11 4:00 PM (-06:00),,,,,,
gofox,2011-12-24-UA-2830-MCO-CLT,3:27 PM- Dec 24,3:33 PM- Dec 24,,5:05 PM- Dec 24,4:46 PM- Dec 24,,2024-12-01 03:27:00,2024-12-01 03:33:00,2024-12-01 05:05:00,2024-12-01 04:46:00
flytecomm,2012-01-01-UA-3099-PHX-PHL,,1/1/12 12:03 PM (-07:00),,,1/1/12 5:53 PM (-05:00),,,,,
wunderground,2011-12-22-AA-643-MIA-ORD,2011-12-22 07:10AM EST,2011-12-22 07:13AM EST, D16 ,2011-12-22 09:13AM CST,2011-12-22 08:51AM CST, H15 ,2011-12-22 07:10:00,2011-12-22 07:13:00,,
flightwise,2011-12-28-AA-1279-DFW-PHX,2011-12-28 01:00PM CST,2011-12-28 01:22PM CST, C17 ,2011-12-28 02:22PM MST,2011-12-28 02:23PM MST, 4 ,,,2011-12-28 14:22:00,2011-12-28 14:23:00
myrateplan,2011-12-17-AA-643-MIA-ORD,,12/17/11 7:30 AM (-05:00),,,12/17/11 9:19 AM (-06:00),,,,,
helloflight,2011-12-20-UA-2830-MCO-CLT,,12/20/11 3:50 PM (-05:00),,,12/20/11 4:52 PM (-05:00),,,,,
flightaware,2011-12-20-AA-466-IAH-MIA,2011-12-20 06:00AM CST,2011-12-20 06:19AM CST, A27 ,2011-12-20 09:12AM EST,2011-12-20 09:14AM EST, D12 ,,,2011-12-20 09:12:00,2011-12-20 09:14:00
flylouisville,2011-12-14-UA-2906-PHL-MCO,03:50 PM  Wed 14-Dec-2011,03:56 PM  Wed 14-Dec-2011,C27,06:23 PM  Wed 14-Dec-2011,06:12 PM  Wed 14-Dec-2011,58,2011-12-14 03:50:00,2011-12-14 03:56:00,2011-12-14 06:23:00,2011-12-14 06:12:00
panynj,2011-12-25-UA-37-EWR-MCO,,1:53 PMDec 25,,,4:50 PMDec 25,,,,,
world-flight-tracker,2011-12-11-AA-1733-ORD-PHX,2011-12-11 7:45 PM,2011-12-11 7:42 PM,,2011-12-11 10:30 PM,2011-12-11 10:24 PM (Estimated),,2011-12-11 07:45:00,2011-12-11 07:42:00,2011-12-11 10:30:00,
businesstravellogue,2011-12-04-AA-643-MIA-ORD,07:10 AM  Sun 04-Dec-2011,07:49 AM  Sun 04-Dec-2011,D2,09:35 AM  Sun 04-Dec-2011,09:35 AM  Sun 04-Dec-2011,L8,2011-12-04 07:10:00,2011-12-04 07:49:00,2011-12-04 09:35:00,2011-12-04 09:35:00
flightstats,2011-12-19-UA-382-IAD-LAX,2011-12-19 12:20 PM,2011-12-19 1:01 PM,,2011-12-19 3:08 PM,2011-12-19 3:19 PM,,2011-12-19 12:20:00,2011-12-19 01:01:00,2011-12-19 03:08:00,2011-12-19 03:19:00
flightstats,2011-12-04-AA-4198-ORD-CLE,2011-12-04 10:40 AM,2011-12-04 10:53 AM,,2011-12-04 12:55 PM,2011-12-04 12:46 PM,,2011-12-04 10:40:00,2011-12-04 10:53:00,2011-12-04 12:55:00,2011-12-04 12:46:00
flightaware,2011-12-11-UA-382-IAD-LAX,2011-12-11 12:30PM EST,2011-12-11 01:15PM EST, D7 ,2011-12-11 02:45PM PST,2011-12-11 03:17PM PST, 75B ,,2011-12-11 13:15:00,2011-12-11 14:45:00,2011-12-11 15:17:00
helloflight,2012-01-01-AA-59-JFK-SFO,,1/1/12 7:27 AM (-05:00),,,1/1/12 10:17 AM (-08:00),,,,,
flightaware,2011-12-17-AA-649-ORD-SNA,2011-12-17 01:30PM CST,2011-12-17 01:40PM CST, H12 ,2011-12-17 03:30PM PST,2011-12-17 03:40PM PST, 7 ,,,2011-12-17 15:30:00,2011-12-17 15:40:00
boston,2011-12-19-AA-4344-ORD-DTW,,11:58 AMDec 19,,,1:43 PMDec 19,,,,,
flightaware,2011-12-01-AA-271-MIA-LAX,2011-12-01 11:35AM EST,2011-12-01 11:52AM EST, D51 ,2011-12-01 01:57PM PST,2011-12-01 02:21PM PST, 46A ,2011-12-01 11:35:00,2011-12-01 11:52:00,2011-12-01 13:57:00,2011-12-01 14:21:00
gofox,2011-12-20-UA-2708-EWR-CLT,,3:18 PMDec 20,,,4:44 PMDec 20,,,,,
businesstravellogue,2011-12-20-UA-2726-FLL-PHL,04:00 PM  Tue 20-Dec-2011,04:26 PM  Tue 20-Dec-2011,E3,06:46 PM  Tue 20-Dec-2011,06:50 PM  Tue 20-Dec-2011,C20,2011-12-20 04:00:00,2011-12-20 04:26:00,2011-12-20 06:46:00,2011-12-20 06:50:00
flightview,2011-12-12-UA-2726-FLL-PHL,4:00 PM- Dec 12,4:06 PM- Dec 12,Terminal 3 - E3,6:46 PM- Dec 12,6:46 PM- Dec 12,C30,2012-12-01 04:00:00,2012-12-01 04:06:00,2012-12-01 06:46:00,2012-12-01 06:46:00
businesstravellogue,2011-12-22-AA-1522-SFO-ORD,11:55 PM  Thu 22-Dec-2011,,,05:50 AM  Fri 23-Dec-2011,,,2011-12-22 11:55:00,,2011-12-23 05:50:00,
orbitz,2011-12-29-UA-248-PHX-ORD,12:52pDec 29,12:47pDec 29, 3,5:13pDec 29,4:52pDec 29, B12,,,,
weather,2012-01-01-UA-257-JFK-SFO,2012-01-01 02:30 PM,,,2012-01-01 06:14 PM,,,2012-01-01 02:30:00,,2012-01-01 06:14:00,
flightstats,2011-12-27-UA-3373-IAD-PHL,2011-12-27 8:30 AM,2011-12-27 8:29 AM,,2011-12-27 9:25 AM,2011-12-27 9:24 AM,,2011-12-27 08:30:00,2011-12-27 08:29:00,2011-12-27 09:25:00,2011-12-27 09:24:00
flights,2011-12-12-UA-3515-IAD-MSP,,2011-12-12 08:30 AM,D14,,2011-12-12 10:04 AM,E6,,2011-12-12 08:30:00,,2011-12-12 10:04:00
quicktrip,2011-12-19-UA-828-SFO-ORD,2011-12-19 11:13 PM,2011-12-19 11:21 PM (Estimated runway),,2011-12-19 5:15 AM,2011-12-19 4:53 AM (Estimated runway),,2011-12-19 11:13:00,,2011-12-19 05:15:00,
helloflight,2011-12-18-AA-4344-ORD-DTW,,12/18/11 11:59 AM (-06:00),,,12/18/11 1:43 PM (-05:00),,,,,
flightview,2011-12-20-AA-1544-SAN-ORD,,11:54 AMDec 20,,,5:55 PMDec 20,,,,,
