Index,Original,Normalized
1867,December 28- 2011               12:15 AM,2011-12-28 12:15:00
1868,11:50 AM- Dec 29,2000-12-29 11:50:00
1869,2011-12-24 07:28PM MST,2011-12-24 19:28:00
1870,02:45 PM  Thu 08-Dec-2011,2011-12-08 14:45:00
1871,12/11/11 4:00 PM (-06:00),2011-12-11 16:00:00
1872,5:05 PM- Dec 24,2000-12-24 17:05:00
1873,2011-12-22 09:13AM CST,2011-12-22 09:13:00
1874,2011-12-28 02:22PM MST,2011-12-28 14:22:00
1875,2011-12-20 09:12AM EST,2011-12-20 09:12:00
1876,06:23 PM  Wed 14-Dec-2011,2011-12-14 06:23:00
1877,2011-12-11 10:30 PM,2011-12-11 22:30:00
1878,09:35 AM  Sun 04-Dec-2011,2011-12-04 09:35:00
1879,2011-12-19 3:08 PM,2011-12-19 03:08:00
1880,2011-12-04 12:55 PM,2011-12-04 12:55:00
1881,2011-12-11 02:45PM PST,2011-12-11 14:45:00
1882,2011-12-17 03:30PM PST,2011-12-17 03:30:00
1883,2011-12-01 01:57PM PST,2011-12-01 13:57:00
1884,06:46 PM  Tue 20-Dec-2011,2011-12-20 06:46:00
1885,6:46 PM- Dec 12,2000-12-12 18:46:00
1886,05:50 AM  Fri 23-Dec-2011,2011-12-23 05:50:00
1887,5:13pDec 29,2000-12-29 17:13:00
1888,2012-01-01 06:14 PM,2012-01-01 18:14:00
1889,2011-12-27 9:25 AM,2011-12-27 09:25:00
1890,2011-12-19 5:15 AM,2011-12-19 05:15:00
1891,9:10 PM- Dec 25,2000-12-25 21:10:00
1892,6:23 PM- Dec 31,2000-12-31 18:23:00
1893,2012-01-02 7:17 PM,2012-01-02 19:17:00
1894,2011-12-22 5:13 PM,2011-12-22 17:13:00
1895,2011-12-27 11:35 AM,2011-12-27 11:35:00
1896,2011-12-16 09:40PM CST,2011-12-16 21:40:00
1897,Dec 27 - 1:40pm,2000-12-27 13:40:00
1898,2011-12-08 2:35 PM,2011-12-08 14:35:00
1899,2011-12-17 8:00 AM,2011-12-17 08:00:00
1900,10:30 PM- Dec 16,2000-12-16 22:30:00
1901,12:15aDec 26,2000-12-26 00:15:00
1902,9:55 AM- Dec 13,2000-12-13 09:55:00
1903,02:45 PM  Fri 09-Dec-2011,2011-12-09 14:45:00
1904,December 24- 2011               06:40 PM,2011-12-24 18:40:00
1905,6:17 PM- Dec 20,2000-12-20 18:17:00
1906,9:55aJan 1,2000-01-01 09:55:00
1907,11:35aDec 11,2000-12-11 11:35:00
1908,9:50 PM- Jan 03,2000-01-03 21:50:00
1909,2011-12-26 1:45 PM,2011-12-26 13:45:00
1910,2011-12-28 2:45 PM,2011-12-28 14:45:00
1911,Mon- Dec 19 8:27 AM,2000-12-19 08:27:00
1912,12:10 PM- Dec 18,2000-12-18 12:10:00
1913,2011-12-19 10:45 AM,2011-12-19 10:45:00
1914,11:35 AM  Fri 02-Dec-2011,2011-12-02 11:35:00
1915,2011-12-19 11:50 PM,2011-12-19 23:50:00
1916,5:55pDec 30,2000-12-30 17:55:00
1917,11:05 AM- Dec 05,2000-12-05 11:05:00
1918,2:25 PM- Dec 24,2000-12-24 14:25:00
1919,2:35 PM- Dec 07,2000-12-07 14:35:00
1920,5:05 PM- Dec 12,2000-12-12 17:05:00
1921,6:17 PM- Dec 30,2000-12-30 18:17:00
1922,7:25 PM- Dec 13,2000-12-13 19:25:00
1923,2011-12-11 05:43AM CST,2011-12-11 05:43:00
1924,09:15 AM  Mon 02-Jan-2012,2012-01-02 09:15:00
1925,Dec 10 - 5:50am,2000-12-10 05:50:00
1926,08:00 AM  Sat 31-Dec-2011,2011-12-31 08:00:00
1927,12/20/11 7:03 PM (-05:00),2011-12-20 19:03:00
1928,December 12- 2011               08:00 AM,2011-12-12 08:00:00
1929,2011-12-10 12:30PM EST,2011-12-10 12:30:00
1930,2011-12-01 9:24 AM,2011-12-01 09:24:00
1931,6:46pJan 2,2000-01-02 18:46:00
1932,2011-12-30 01:48PM EST,2011-12-30 13:48:00
1933,06:55 AM  Thu 15-Dec-2011,2011-12-15 06:55:00
1934,4:00pDec 26,2000-12-26 16:00:00
1935,2011-12-08 10:31 AM,2011-12-08 10:31:00
1936,Dec 24 - 6:46pm,2000-12-24 18:46:00
1937,7:55 PM- Dec 27,2000-12-27 19:55:00
1938,2011-12-17 09:43PM CST,2011-12-17 21:43:00
1939,Dec 28 - 6:23pm,2000-12-28 18:23:00
1940,09:35 AM  Mon 12-Dec-2011,2011-12-12 09:35:00
1941,2011-12-18 11:50 AM,2011-12-18 11:50:00
1942,5:15 PMDec 26,2000-12-26 17:15:00
1943,11:35 AM- Dec 22,2000-12-22 11:35:00
1944,8:05pDec 18,2000-12-18 20:05:00
1945,2011-12-09 9:55 AM,2011-12-09 09:55:00
1946,12:35 PM- Dec 31,2000-12-31 12:35:00
1947,12:55 PM- Dec 04,2000-12-04 12:55:00
1948,12/24/11 5:00 PM (-05:00),2011-12-24 17:00:00
1949,9:50 PM- Dec 19,2000-12-19 21:50:00
1950,06:17 PM  Sun 18-Dec-2011,2011-12-18 06:17:00
1951,Dec 30 - 2:45pm,2000-12-30 14:45:00
1952,2011-12-27 09:25 AM,2011-12-27 09:25:00
1953,10:35 AM  Mon 12-Dec-2011,2011-12-12 10:35:00
1954,2:20pDec 18,2000-12-18 14:20:00
1955,1:45 PM- Dec 24,2000-12-24 13:45:00
1956,10:30 PM- Dec 11,2000-12-11 22:30:00
1957,2011-12-03 11:50 AM,2011-12-03 11:50:00
1958,10:20 PM- Dec 03,2000-12-03 22:20:00
1959,December 20- 2011               10:45 AM,2011-12-20 10:45:00
1960,5:05pDec 1,2000-12-01 17:05:00
1961,2011-12-03 08:27 AM,2011-12-03 08:27:00
1962,2011-12-13 2:35 PM,2011-12-13 14:35:00
1963,2011-12-12 9:20 AM,2011-12-12 09:20:00
1964,12/27/11 4:22 PM (-05:00),2011-12-27 16:22:00
1965,Wed- Dec 28 1:40 PM,2000-12-28 13:40:00
1966,12/18/11 11:43 AM (-06:00),2011-12-18 11:43:00
1967,Dec 07 - 2:20pm,2000-12-07 14:20:00
1968,9:55 AM- Dec 14,2000-12-14 09:55:00
1969,1:45pDec 11,2000-12-11 13:45:00
1970,5:03pJan 1,2000-01-01 17:03:00
1971,2011-12-07 5:55 PM,2011-12-07 17:55:00
1972,December 18- 2011               07:55 PM,2011-12-18 19:55:00
1973,11:10 AM- Dec 27,2000-12-27 11:10:00
1974,2011-12-31 3:15 PM,2011-12-31 03:15:00
1975,2012-01-02 10:20AM PST,2012-01-02 10:20:00
1976,1:45 PM- Dec 28,2000-12-28 13:45:00
1977,2011-12-09 12:15 AM,2011-12-09 00:15:00
1978,2011-12-30 10:17PM MST,2011-12-30 22:17:00
1979,2:59 PM- Dec 29,2000-12-29 14:59:00
1980,11:50 PMDec 27,2000-12-27 23:50:00
1981,2011-12-30 4:38 PM,2011-12-30 16:38:00
1982,December 12- 2011               12:35 PM,2011-12-12 12:35:00
1983,6:46 PM- Dec 11,2000-12-11 18:46:00
1984,2011-12-25 10:35 AM,2011-12-25 10:35:00
1985,09:40 AM  Sat 31-Dec-2011,2011-12-31 09:40:00
1986,9:50 PM- Dec 08,2000-12-08 21:50:00
1987,2011-12-19 6:23 PM,2011-12-19 18:23:00
1988,2011-12-20 6:14 PM,2011-12-20 18:14:00
1989,2011-12-10 1:41 PM,2011-12-10 13:41:00
1990,2011-12-17 06:14 PM,2011-12-17 18:14:00
1991,12:10 PM- Dec 01,2000-12-01 12:10:00
1992,2011-12-25 7:03 PM,2011-12-25 19:03:00
1993,10:45 AM- Dec 18,2000-12-18 10:45:00
1994,Sat- Dec 10 5:05 PM,2000-12-10 17:05:00
1995,02:45 PM  Mon 05-Dec-2011,2011-12-05 14:45:00
1996,2011-12-12 9:35 AM,2011-12-12 09:35:00
1997,2011-12-03 02:50PM PST,2011-12-03 14:50:00
1998,2011-12-22 11:56PM EST,2011-12-22 23:56:00
1999,9:15 AM- Dec 25,2000-12-25 09:15:00
2000,12/22/11 8:12 PM (-06:00),2011-12-22 20:12:00
2001,2011-12-09 03:10PM EST,2011-12-09 03:10:00
2002,5:55 PM- Dec 11,2000-12-11 17:55:00
2003,Dec 15 - 9:35am,2000-12-15 09:35:00
2004,8:27aDec 1,2000-12-01 08:27:00
2005,2011-12-14 11:50 PM,2011-12-14 23:50:00
2006,10:31aDec 1,2000-12-01 10:31:00
2007,2:45 PM- Dec 04,2000-12-04 14:45:00
2008,4:05 PM- Dec 09,2000-12-09 16:05:00
2009,2012-01-01 5:50 AM,2012-01-01 05:50:00
2010,12/14/11 11:45 AM (-06:00),2011-12-14 11:45:00
2011,December 17- 2011               11:10 AM,2011-12-17 11:10:00
2012,12:14 PM- Dec 28,2000-12-28 12:14:00
2013,06:30 PM  Thu 22-Dec-2011,2011-12-22 06:30:00
2014,2011-12-01 04:31 PM,2011-12-01 16:31:00
2015,2011-12-13 6:15 PM,2011-12-13 18:15:00
2016,2011-12-18 07:55 PM,2011-12-18 19:55:00
2017,2011-12-11 05:29PM PST,2011-12-11 05:29:00
2018,Dec 01 - 11:10am,2000-12-01 11:10:00
2019,11:50 AM- Dec 24,2000-12-24 11:50:00
2020,10:45 AM- Dec 28,2000-12-28 10:45:00
2021,2012-01-01 1:30 PM,2012-01-01 13:30:00
2022,2011-12-14 10:31 AM,2011-12-14 10:31:00
2023,Mon- Dec 19 9:55 AM,2000-12-19 09:55:00
2024,December 9- 2011               02:45 PM,2011-12-09 14:45:00
2025,December 25- 2011               07:45 AM,2011-12-25 07:45:00
2026,2012-01-02 05:56PM EST,2012-01-02 05:56:00
2027,Thu- Dec 1 6:17 PM,2000-12-01 18:17:00
2028,2011-12-16 3:30 PM,2011-12-16 03:30:00
2029,2:25 PM- Dec 20,2000-12-20 14:25:00
2030,Dec 19 - 5:55pm,2000-12-19 17:55:00
2031,Dec 16 - 6:40am,2000-12-16 06:40:00
2032,2011-12-27 07:55 PM,2011-12-27 19:55:00
2033,2011-12-01 11:50 AM,2011-12-01 11:50:00
2034,09:50 PM  Tue 27-Dec-2011,2011-12-27 09:50:00
2035,2011-12-20 10:09AM EST,2011-12-20 10:09:00
2036,2011-12-09 06:40 PM,2011-12-09 06:40:00
2037,2011-12-13 02:08PM PST,2011-12-13 14:08:00
2038,2011-12-29 4:57 PM,2011-12-29 16:57:00
2039,1:45 PM- Dec 16,2000-12-16 13:45:00
2040,11:05 AM  Wed 14-Dec-2011,2011-12-14 11:05:00
2041,9:15aDec 12,2000-12-12 09:15:00
2042,2011-12-20 07:46AM CST,2011-12-20 07:46:00
2043,6:40 AM- Jan 03,2000-01-03 06:40:00
2044,December 18- 2011               11:50 PM,2011-12-18 23:50:00
2045,2011-12-25 10:45 AM,2011-12-25 10:45:00
2046,December 30- 2011               05:55 PM,2011-12-30 17:55:00
2047,1/2/12 4:22 PM (-05:00),2012-01-02 16:22:00
2048,2012-01-02 5:13 PM,2012-01-02 17:13:00
2049,Dec 01 - 6:23pm,2000-12-01 18:23:00
2050,9:40 AM- Dec 09,2000-12-09 09:40:00
2051,6:46 PM- Dec 31,2000-12-31 18:46:00
2052,9:10 PM- Dec 26,2000-12-26 21:10:00
2053,2011-12-24 3:15 PM,2011-12-24 03:15:00
2054,Dec 17 - 7:30am,2000-12-17 07:30:00
2055,12:55 PM- Dec 18,2000-12-18 12:55:00
2056,11:19 AM- Dec 08,2000-12-08 11:19:00
2057,2011-12-24 8:20 PM,2011-12-24 20:20:00
2058,06:07 PM  Sat 10-Dec-2011,2011-12-10 18:07:00
2059,2011-12-29 9:25 AM,2011-12-29 09:25:00
2060,6:23 PM- Dec 17,2000-12-17 18:23:00
2061,3:50pDec 28,2000-12-28 15:50:00
2062,4:31 PM- Dec 09,2000-12-09 16:31:00
2063,12:15 AM  Tue 13-Dec-2011,2011-12-13 00:15:00
2064,7:30 AM- Dec 10,2000-12-10 07:30:00
2065,2:15 PM- Dec 19,2000-12-19 14:15:00
2066,Mon- Dec 12 11:45 AM,2000-12-12 11:45:00
2067,9:08pDec 10,2000-12-10 21:08:00
2068,7:45 AM- Dec 17,2000-12-17 07:45:00
2069,9:35 AM- Dec 10,2000-12-10 09:35:00
2070,11:50 AM- Dec 09,2000-12-09 11:50:00
2071,Dec 02 - 2:35pm,2000-12-02 14:35:00
2072,Dec 03 - 6:40pm,2000-12-03 18:40:00
2073,2011-12-13 10:45 AM,2011-12-13 10:45:00
2074,2:08pDec 16,2000-12-16 14:08:00
2075,2:25 PM- Dec 13,2000-12-13 14:25:00
2076,January 2- 2012               05:55 PM,2012-01-02 17:55:00
2077,8:00 AM- Jan 03,2000-01-03 08:00:00
2078,7:25 PM- Dec 08,2000-12-08 19:25:00
2079,07:25 PM  Mon 19-Dec-2011,2011-12-19 19:25:00
2080,8:00 AM- Dec 22,2000-12-22 08:00:00
2081,2011-12-08 1:39 PM,2011-12-08 13:39:00
2082,2011-12-20 05:07 PM,2011-12-20 17:07:00
2083,2:45 PM- Dec 07,2000-12-07 14:45:00
2084,10:40aDec 10,2000-12-10 10:40:00
2085,Dec 20 - 2:35pm,2000-12-20 14:35:00
2086,2011-12-02 7:55 PM,2011-12-02 19:55:00
2087,02:15 PM  Mon 02-Jan-2012,2012-01-02 14:15:00
2088,2012-01-03 3:30 PM,2012-01-03 15:30:00
2089,2:45 PM- Dec 25,2000-12-25 14:45:00
2090,2011-12-15 10:35 AM,2011-12-15 10:35:00
2091,January 1- 2012               08:00 AM,2012-01-01 08:00:00
2092,Fri- Dec 9 5:15 PM,2000-12-09 17:15:00
2093,2:45 PM- Dec 08,2000-12-08 14:45:00
2094,12:21 PM- Jan 03,2000-01-03 12:21:00
2095,6:46 PM- Dec 14,2000-12-14 18:46:00
2096,2011-12-11 2:45 PM,2011-12-11 14:45:00
2097,2011-12-29 12:10 PM,2011-12-29 12:10:00
2098,12:15 AM- Dec 29,2000-12-29 00:15:00
2099,09:55 AM  Fri 16-Dec-2011,2011-12-16 09:55:00
2100,12:29pDec 13,2000-12-13 12:29:00
2101,2011-12-03 08:55AM EST,2011-12-03 08:55:00
2102,10:45 AM  Fri 30-Dec-2011,2011-12-30 10:45:00
2103,2011-12-04 10:45 AM,2011-12-04 10:45:00
2104,2011-12-04 3:30 PM,2011-12-04 15:30:00
2105,05:05 PM  Sun 04-Dec-2011,2011-12-04 05:05:00
2106,2011-12-15 9:20 AM,2011-12-15 09:20:00
2107,10:45aDec 24,2000-12-24 10:45:00
2108,2011-12-19 4:53 PM,2011-12-19 16:53:00
2109,07:25 PM  Mon 26-Dec-2011,2011-12-26 19:25:00
2110,2012-01-02 12:35 PM,2012-01-02 12:35:00
2111,09:15 AM  Tue 20-Dec-2011,2011-12-20 09:15:00
2112,Dec 22 - 9:20am,2000-12-22 09:20:00
2113,10:34 AM  Sun 04-Dec-2011,2011-12-04 10:34:00
2114,2011-12-08 12:42AM MST,2011-12-08 12:42:00
2115,3:50 PM- Dec 18,2000-12-18 15:50:00
2116,3:50 PM- Dec 10,2000-12-10 15:50:00
2117,2011-12-03 6:40 AM,2011-12-03 06:40:00
2118,12/05/2011 09:15 AM,2011-12-05 09:15:00
2119,2011-12-26 6:40 PM,2011-12-26 18:40:00
2120,2012-01-01 08:18 AM,2012-01-01 08:18:00
2121,10:25 AM- Dec 11,2000-12-11 10:25:00
2122,2011-12-02 03:17PM PST,2011-12-02 03:17:00
2123,5:18pDec 27,2000-12-27 17:18:00
2124,2011-12-09 07:21AM CST,2011-12-09 07:21:00
2125,2011-12-29 01:58PM EST,2011-12-29 13:58:00
2126,2011-12-07 3:41 PM,2011-12-07 03:41:00
2127,4:51 PM- Dec 03,2000-12-03 16:51:00
2128,2011-12-27 12:28PM EST,2011-12-27 12:28:00
2129,2011-12-09 04:36PM PST,2011-12-09 04:36:00
2130,2:28 PM- Dec 09,2000-12-09 14:28:00
2131,7:31 PMDec 24,2000-12-24 19:31:00
2132,12/20/2011 1:32PM EST,2011-12-20 13:32:00
2133,2011-12-05 02:00 PM,2011-12-05 14:00:00
2134,12/17/11 6:09 PM (-08:00),2011-12-17 18:09:00
2135,11:02 AM- Dec 17,2000-12-17 11:02:00
2136,2011-12-27 3:04 PM,2011-12-27 03:04:00
2137,6:15 PM- Dec 25,2000-12-25 18:15:00
2138,07:46 AM  Sun 25-Dec-2011,2011-12-25 07:46:00
2139,7:29 AM- Dec 03,2000-12-03 07:29:00
2140,9:55 AMDec 30,2000-12-30 09:55:00
2141,04:10 PM  Wed 07-Dec-2011,2011-12-07 16:10:00
2142,12:08 PM  Tue 13-Dec-2011,2011-12-13 12:08:00
2143,2:07 PM- Dec 05,2000-12-05 14:07:00
2144,12/22/11 2:10 PM (-05:00),2011-12-22 14:10:00
2145,1/3/12 5:06 PM (-05:00),2012-01-03 17:06:00
2146,9:00 PM- Dec 24,2000-12-24 21:00:00
2147,2011-12-04 04:10PM EST,2011-12-04 16:10:00
2148,2011-12-05 11:07AM PST,2011-12-05 11:07:00
2149,9:53 AMDec 29,2000-12-29 09:53:00
2150,02:33 PM  Mon 12-Dec-2011,2011-12-12 14:33:00
2151,2012-01-03 09:56 AM,2012-01-03 09:56:00
2152,2011-12-29 09:45AM EST,2011-12-29 09:45:00
2153,2011-12-19 03:46PM EST,2011-12-19 03:46:00
2154,1:45 PM- Dec 30,2000-12-30 13:45:00
2155,3:12 PM- Dec 03,2000-12-03 15:12:00
2156,1:19 PMDec 11,2000-12-11 13:19:00
2157,05:29 PM  Sun 01-Jan-2012,2012-01-01 05:29:00
2158,12/2/11 1:51 PM (-05:00),2011-12-02 13:51:00
2159,12/03/2011 08:07 PM,2011-12-03 20:07:00
2160,12/4/11 4:55 PM (-05:00),2011-12-04 16:55:00
2161,2011-12-07 3:06 PM,2011-12-07 03:06:00
2162,2011-12-10 06:38 AM,2011-12-10 06:38:00
2163,1/2/12 3:18 PM (-08:00),2012-01-02 15:18:00
2164,Tue- Dec 20 5:13 PM,2000-12-20 17:13:00
2165,2011-12-14 05:12PM PST,2011-12-14 05:12:00
2166,2011-12-27 06:18PM EST,2011-12-27 06:18:00
2167,December 25- 2011               05:37 PM,2011-12-25 17:37:00
2168,12/3/11 10:09 AM (-06:00),2011-12-03 10:09:00
2169,9:09 AM- Jan 02,2000-01-02 09:09:00
2170,1/2/12 4:49 PM (-05:00),2012-01-02 16:49:00
2171,7:24 PMDec 03,2000-12-03 19:24:00
2172,7:46pJan 2,2000-01-02 19:46:00
2173,12/24/11 9:21 AM (-06:00),2011-12-24 09:21:00
2174,12/5/11 6:07 PM (-05:00),2011-12-05 18:07:00
2175,2011-12-08 6:35 PM,2011-12-08 18:35:00
2176,9:15 AM- Dec 30,2000-12-30 09:15:00
2177,1:35 PM- Dec 22,2000-12-22 13:35:00
2178,7:28 AM- Dec 19,2000-12-19 07:28:00
2179,6:45 PMDec 27,2000-12-27 18:45:00
2180,12/4/11 7:46 PM (-07:00),2011-12-04 19:46:00
2181,9:33 PM- Dec 07,2000-12-07 21:33:00
2182,Sun- Jan 1 4:15 PM,2000-01-01 16:15:00
2183,12/8/11 2:08 PM (-08:00),2011-12-08 14:08:00
2184,8:02 AMDec 22,2000-12-22 08:02:00
2185,01:17 PM  Fri 30-Dec-2011,2011-12-30 01:17:00
2186,January 2- 2012               04:35 PM,2012-01-02 16:35:00
2187,1/2/12 2:13 PM (-05:00),2012-01-02 14:13:00
2188,8:13 PMDec 26,2000-12-26 20:13:00
2189,2012-01-03 8:20 AM,2012-01-03 08:20:00
2190,2011-12-27 2:49 PM,2011-12-27 14:49:00
2191,Dec 10 - 9:03am,2000-12-10 09:03:00
2192,2011-12-16 08:17 PM,2011-12-16 20:17:00
2193,2011-12-29 1:52 PM,2011-12-29 13:52:00
2194,10:05 AMDec 18,2000-12-18 10:05:00
2195,2011-12-11 7:20 AM,2011-12-11 07:20:00
2196,2011-12-25 4:48 PM,2011-12-25 16:48:00
2197,10:32aJan 1,2000-01-01 10:32:00
2198,2:14 PM- Dec 27,2000-12-27 14:14:00
2199,12/24/11 5:41 PM (-05:00),2011-12-24 17:41:00
2200,6:41 PMDec 17,2000-12-17 18:41:00
2201,12/7/11 2:33 PM (-05:00),2011-12-07 14:33:00
2202,2:19pDec 8,2000-12-08 14:19:00
2203,4:30 PMDec 09,2000-12-09 16:30:00
2204,9:47 AM- Dec 07,2000-12-07 09:47:00
2205,08:12 PM  Thu 29-Dec-2011,2011-12-29 20:12:00
2206,2:52 PM- Dec 01,2000-12-01 14:52:00
2207,1:48 PMDec 13,2000-12-13 13:48:00
2208,2:37 PM- Dec 04,2000-12-04 14:37:00
2209,2011-12-01 03:59PM EST,2011-12-01 15:59:00
2210,03:16 PM  Thu 01-Dec-2011,2011-12-01 03:16:00
2211,2011-12-14 07:00PM PST,2011-12-14 19:00:00
2212,1:40 PMDec 09,2000-12-09 13:40:00
2213,2011-12-22 11:42AM PST,2011-12-22 11:42:00
2214,12/11/11 11:35 PM (-05:00),2011-12-11 23:35:00
2215,2011-12-15 11:56 PM (Estimated runway),2011-12-15 23:56:00
2216,Dec 02 - 9:23am,2000-12-02 09:23:00
2217,Dec 09 - 9:16am,2000-12-09 09:16:00
2218,9:39 AM- Jan 01,2000-01-01 09:39:00
2219,2011-12-25 06:23 PM,2011-12-25 18:23:00
2220,2:10 PM- Dec 16,2000-12-16 14:10:00
2221,2011-12-30 4:21 PM,2011-12-30 16:21:00
2222,12/24/11 10:52 PM (-05:00),2011-12-24 22:52:00
2223,12/19/11 3:32 PM (-05:00),2011-12-19 15:32:00
2224,2011-12-08 4:43 PM,2011-12-08 16:43:00
2225,12/18/2011 9:36AM CST,2011-12-18 09:36:00
2226,6:22 PM- Dec 27,2000-12-27 18:22:00
2227,2:54pDec 8,2000-12-08 14:54:00
2228,11:08aDec 2,2000-12-02 11:08:00
2229,2011-12-02 11:03 AM,2011-12-02 11:03:00
2230,05:51 PM  Sun 01-Jan-2012,2012-01-01 05:51:00
2231,2011-12-20 08:56PM EST,2011-12-20 08:56:00
2232,12:10 PMDec 01,2000-12-01 12:10:00
2233,2011-12-07 1:58 PM,2011-12-07 13:58:00
2234,Dec 02 - 8:06am,2000-12-02 08:06:00
2235,2011-12-12 3:07 PM,2011-12-12 03:07:00
2236,11:52 AM- Dec 31,2000-12-31 11:52:00
2237,12/14/11 4:13 PM (-05:00),2011-12-14 16:13:00
2238,2011-12-27 Tue  19:26,2011-12-27 19:26:00
2239,Dec 31 - 7:30am,2000-12-31 07:30:00
2240,9:22 AM- Dec 20,2000-12-20 09:22:00
2241,12/18/11 7:11 AM (-06:00),2011-12-18 07:11:00
2242,9:09 AM- Dec 26,2000-12-26 09:09:00
2243,10:55 AMDec 28,2000-12-28 10:55:00
2244,2011-12-17 11:52 AM,2011-12-17 11:52:00
2245,10:08 AMDec 25,2000-12-25 10:08:00
2246,12/19/11 10:22 AM (-08:00),2011-12-19 10:22:00
2247,2011-12-12 10:11 AM,2011-12-12 10:11:00
2248,2011-12-20 10:13 AM,2011-12-20 10:13:00
2249,09:14 AM  Fri 30-Dec-2011,2011-12-30 09:14:00
2250,1/2/12 3:50 PM (-05:00),2012-01-02 15:50:00
2251,2011-12-13 01:45 PM,2011-12-13 13:45:00
2252,11:26 AM- Dec 09,2000-12-09 11:26:00
2253,9:16 AM- Dec 17,2000-12-17 09:16:00
2254,2011-12-18 5:01 PM,2011-12-18 17:01:00
2255,2011-12-28 1:31 PM,2011-12-28 13:31:00
2256,2011-12-30 06:17PM EST,2011-12-30 18:17:00
2257,5:59 PM- Dec 29,2000-12-29 17:59:00
2258,12/14/11 7:00 PM (-08:00),2011-12-14 19:00:00
2259,2011-12-24 05:16 PM,2011-12-24 05:16:00
2260,2011-12-02 01:51 PM,2011-12-02 13:51:00
2261,12/31/11 7:06 AM (-08:00),2011-12-31 07:06:00
2262,5:38 PM- Dec 11,2000-12-11 17:38:00
2263,2011-12-09 1:43 PM,2011-12-09 13:43:00
2264,2011-12-16 10:40 AM,2011-12-16 10:40:00
2265,2011-12-07 11:10 AM,2011-12-07 11:10:00
2266,7:18 AM- Jan 01,2000-01-01 07:18:00
2267,Dec 10 - 10:11am,2000-12-10 10:11:00
2268,2011-12-22 03:52PM EST,2011-12-22 03:52:00
2269,2011-12-28 1:13 PM,2011-12-28 01:13:00
2270,3:18 PM- Dec 19,2000-12-19 15:18:00
2271,2011-12-16 07:55AM CST,2011-12-16 07:55:00
2272,2:19 PM- Jan 03,2000-01-03 14:19:00
2273,1/3/12 1:16 PM (-06:00),2012-01-03 13:16:00
2274,9:42 AMDec 07,2000-12-07 09:42:00
2275,12:34 PMDec 31,2000-12-31 12:34:00
2276,2011-12-30 9:33 PM,2011-12-30 21:33:00
2277,11:09 AMDec 03,2000-12-03 11:09:00
2278,07:49 AM  Wed 07-Dec-2011,2011-12-07 07:49:00
2279,11:22 AM- Dec 17,2000-12-17 11:22:00
2280,5:46 PM- Dec 02,2000-12-02 17:46:00
2281,Fri- Dec 16 2:38 PM,2000-12-16 14:38:00
2282,December 31- 2011               02:41 PM,2011-12-31 14:41:00
2283,11:39 AMDec 26,2000-12-26 11:39:00
2284,December 19- 2011               01:57 PM,2011-12-19 01:57:00
2285,6:37 PM- Jan 03,2000-01-03 18:37:00
2286,05:31 PM  Wed 14-Dec-2011,2011-12-14 05:31:00
2287,2011-12-19 9:41 PM,2011-12-19 21:41:00
2288,4:47 PM- Dec 29,2000-12-29 16:47:00
2289,9:11 AM- Dec 03,2000-12-03 09:11:00
2290,2011-12-20 9:36 AM,2011-12-20 09:36:00
2291,2011-12-07 08:18 AM,2011-12-07 08:18:00
2292,4:43 PMJan 02,2000-01-02 16:43:00
2293,2011-12-19 2:41 PM,2011-12-19 14:41:00
2294,6:02pDec 24,2000-12-24 18:02:00
2295,2011-12-19 5:16 PM,2011-12-19 17:16:00
2296,6:23 PM- Dec 18,2000-12-18 18:23:00
2297,2011-12-25 08:40PM EST,2011-12-25 08:40:00
2298,11:23 AM  Wed 07-Dec-2011,2011-12-07 11:23:00
2299,2011-12-12 01:22 PM,2011-12-12 01:22:00
2300,12/30/11 9:54 AM (-05:00),2011-12-30 09:54:00
2301,2011-12-09 2:32 PM,2011-12-09 14:32:00
2302,12/14/2011 7:24AM CST,2011-12-14 07:24:00
2303,12/13/11 2:58 PM (-05:00),2011-12-13 14:58:00
2304,2011-12-24 1:47 PM,2011-12-24 13:47:00
2305,2011-12-26 3:36 PM,2011-12-26 03:36:00
2306,2011-12-27 03:08 PM,2011-12-27 03:08:00
2307,12/4/11 3:16 PM (-08:00),2011-12-04 15:16:00
2308,2011-12-02 04:09PM EST,2011-12-02 16:09:00
2309,December 13- 2011               01:49 PM,2011-12-13 13:49:00
2310,10:01 AM  Tue 27-Dec-2011,2011-12-27 10:01:00
2311,2011-12-20 11:03 AM,2011-12-20 11:03:00
2312,7:42pDec 26,2000-12-26 19:42:00
2313,December 25- 2011               07:50 PM,2011-12-25 19:50:00
2314,2011-12-12 07:42PM EST,2011-12-12 19:42:00
2315,2:28 PM- Dec 10,2000-12-10 14:28:00
2316,2011-12-18 6:34 PM,2011-12-18 18:34:00
2317,02:31 PM  Thu 22-Dec-2011,2011-12-22 14:31:00
2318,12/20/11 4:27 PM (-05:00),2011-12-20 16:27:00
2319,12/25/11 5:36 PM (-05:00),2011-12-25 17:36:00
2320,12/11/11 5:06 AM (-06:00),2011-12-11 05:06:00
2321,Dec 09 - 8:07am,2000-12-09 08:07:00
2322,2011-12-13 09:09AM EST,2011-12-13 09:09:00
2323,9:18 AM- Dec 13,2000-12-13 09:18:00
2324,2011-12-29 06:10AM CST,2011-12-29 06:10:00
2325,12/28/2011 5:54AM CST,2011-12-28 05:54:00
2326,2011-12-16 09:19 AM,2011-12-16 09:19:00
